X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATECREATE
-75.598702107999941,38.362124998000063,3485,1980,PENINSULA REGIONAL MEDICAL CENTER,100 E CARROLL AVE,NOT AVAILABLE,SALISBURY,MD,21801,NOT AVAILABLE,(410) 543-7111,GENERAL ACUTE CARE,OPEN,281,WICOMICO,24045,USA,38.3621249980001,-75.5987021079999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,2016-08-02T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.peninsula.org,NOT AVAILABLE,NOT AVAILABLE,24,NON-PROFIT,-999,281,LEVEL III,Y,2013-05-29T00:00:00.000Z
-68.763253129999953,44.82049618000007,3486,1981,THE ACADIA HOSPITAL,268 STILLWATER AVENUE,NOT AVAILABLE,BANGOR,ME,04401,NOT AVAILABLE,(207) 973-6100,PSYCHIATRIC,OPEN,100,PENOBSCOT,23019,USA,44.8204961800001,-68.76325313,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.acadiahospital.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,100,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-67.837897472999941,46.773344095000027,3487,1982,AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION,3 GREEN STREET,NOT AVAILABLE,FORT FAIRFIELD,ME,04742,NOT AVAILABLE,(207) 768-4779,GENERAL ACUTE CARE,CLOSED,16,AROOSTOOK,23003,USA,46.773344095,-67.8378974729999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.tamc.org/,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,16,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-67.824388797999973,46.886537958000076,3488,1983,AROOSTOOK MENTAL HEALTH CENTER RESIDENTIAL TREATMENT FACILITY,382 MAIN STREET,NOT AVAILABLE,LIMESTONE,ME,04750,NOT AVAILABLE,(207) 325-4727,SPECIAL,OPEN,12,AROOSTOOK,23003,USA,46.8865379580001,-67.824388798,622210,"HOSPITALS, SUBSTANCE ABUSE",https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,UNVERIFIED,2014-02-11T00:00:00.000Z,http://amhc.org/site/article/1621-residential-treatment-facility,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,12,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-68.587175053999943,44.411480426000026,3489,1984,BLUE HILL MEMORIAL HOSPITAL,57 WATER STREET,NOT AVAILABLE,BLUE HILL,ME,04614,NOT AVAILABLE,(207) 374-2836,CRITICAL ACCESS,OPEN,25,HANCOCK,23009,USA,44.411480426,-68.5871750539999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.bhmh.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-67.268015713999944,45.177589290000071,3490,1985,CALAIS REGIONAL HOSPITAL,24 HOSPITAL LANE,NOT AVAILABLE,CALAIS,ME,04619,NOT AVAILABLE,(207) 454-7521,CRITICAL ACCESS,OPEN,25,WASHINGTON,23029,USA,45.1775892900001,-67.2680157139999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.calaishospital.com,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-70.713748358999965,44.046138657000014,3491,1986,BRIDGTON HOSPITAL,10 HOSPITAL DRIVE,NOT AVAILABLE,BRIDGTON,ME,04009,NOT AVAILABLE,(207) 647-6000,CRITICAL ACCESS,OPEN,25,CUMBERLAND,23005,USA,44.046138657,-70.713748359,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.bridgtonhospital.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,TRAUMA SYSTEM HOSPITAL,Y,2013-04-24T00:00:00.000Z
-69.611331284999949,45.458875951000039,3492,1987,CHARLES A DEAN MEMORIAL HOSPITAL,364 PRITHAM AVENUE,NOT AVAILABLE,GREENVILLE,ME,04441,NOT AVAILABLE,(207) 695-5200,CRITICAL ACCESS,OPEN,25,PISCATAQUIS,23021,USA,45.458875951,-69.6113312849999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.cadean.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-68.741420070999936,44.817798616000054,3493,1988,DOROTHEA DIX PSYCHIATRIC CENTER,656 STATE STREET,NOT AVAILABLE,BANGOR,ME,04401,NOT AVAILABLE,(207) 941-4000,PSYCHIATRIC,OPEN,100,PENOBSCOT,23019,USA,44.8177986160001,-68.7414200709999,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.maine.gov/dhhs/ddpc/index.shtml,NOT AVAILABLE,NOT AVAILABLE,23,GOVERNMENT - STATE,-999,100,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-67.475855239999987,44.713969115000054,3494,1989,DOWN EAST COMMUNITY HOSPITAL,UPPER COURT STREET,NOT AVAILABLE,MACHIAS,ME,04654,NOT AVAILABLE,(207) 255-3356,CRITICAL ACCESS,OPEN,25,WASHINGTON,23029,USA,44.7139691150001,-67.47585524,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.dech.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,TRAUMA SYSTEM HOSPITAL,Y,2013-04-24T00:00:00.000Z
-68.750777194999955,44.808660311000033,3495,1990,EASTERN MAINE MEDICAL CENTER,489 STATE STREET,NOT AVAILABLE,BANGOR,ME,04401,NOT AVAILABLE,(207) 973-7000,GENERAL ACUTE CARE,OPEN,411,PENOBSCOT,23019,USA,44.808660311,-68.750777195,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.emh.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,411,REGIONAL TRAUMA CENTER,Y,2013-04-24T00:00:00.000Z
-70.767106080999952,43.448450503000061,3496,1991,HENRIETTA D GOODALL HOSPITAL,25 JUNE STREET,NOT AVAILABLE,SANFORD,ME,04073,NOT AVAILABLE,(207) 324-4310,GENERAL ACUTE CARE,CLOSED,49,YORK,23031,USA,43.4484505030001,-70.767106081,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.goodallhospital.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,49,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-67.843623467999976,46.13384624300005,3497,1992,HOULTON REGIONAL HOSPITAL,20 HARTFORD STREET,NOT AVAILABLE,HOULTON,ME,04730,NOT AVAILABLE,(207) 532-2900,CRITICAL ACCESS,OPEN,25,AROOSTOOK,23003,USA,46.1338462430001,-67.843623468,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.houlton.net/hrh,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-69.66149106499995,44.541826482000026,3498,1993,INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,NOT AVAILABLE,WATERVILLE,ME,04901,NOT AVAILABLE,(207) 861-3012,GENERAL ACUTE CARE,OPEN,46,KENNEBEC,23011,USA,44.541826482,-69.661491065,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.inlandhospital.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,46,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-68.433590638999988,44.590202437000066,3499,1994,KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,16 KIDSPEACE WAY,NOT AVAILABLE,ELLSWORTH,ME,04605,NOT AVAILABLE,(207) 667-0909,GENERAL ACUTE CARE,CLOSED,-999,HANCOCK,23009,USA,44.5902024370001,-68.433590639,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.kidspeace.org/,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-69.768434371999945,44.313119761000053,3500,1995,MAINEGENERAL MEDICAL CENTER,6 EAST CHESTNUT STREET,NOT AVAILABLE,AUGUSTA,ME,04330,NOT AVAILABLE,(207) 626-1000,GENERAL ACUTE CARE,CLOSED,146,KENNEBEC,23011,USA,44.3131197610001,-69.7684343719999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.mainegeneral.org/Pages/Home.aspx,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,146,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-69.780445890999943,44.362583996000062,3501,1996,MAINEGENERAL MEDICAL CENTER,35 MEDICAL CENTER PARKWAY,NOT AVAILABLE,AUGUSTA,ME,04330,NOT AVAILABLE,(207) 872-1000,GENERAL ACUTE CARE,OPEN,287,KENNEBEC,23011,USA,44.3625839960001,-69.7804458909999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY WITH OTHER,2016-08-03T00:00:00.000Z,https://www.mainegeneral.org/,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,287,TRAUMA SYSTEM HOSPITAL,NOT AVAILABLE,2016-08-03T00:00:00.000Z
-69.658673562999979,44.54919272700004,3502,1997,MAINEGENERAL MEDICAL CENTER-SETON,30 CHASE AVENUE,NOT AVAILABLE,WATERVILLE,ME,04901,NOT AVAILABLE,(207) 872-1000,GENERAL ACUTE CARE,CLOSED,75,KENNEBEC,23011,USA,44.549192727,-69.658673563,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.mainegeneral.org/Pages/Home.aspx,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,75,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-69.64641880299996,44.565128669000032,3503,1998,MAINEGENERAL MEDICAL CENTER-THAYER,149 NORTH STREET,NOT AVAILABLE,WATERVILLE,ME,04901,NOT AVAILABLE,(207) 872-1000,GENERAL ACUTE CARE,CLOSED,127,KENNEBEC,23011,USA,44.565128669,-69.646418803,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.mainegeneral.org/Pages/Home.aspx,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,127,TRAUMA SYSTEM HOSPITAL,Y,2013-04-24T00:00:00.000Z
-70.264949702999957,43.651332924000023,3504,1999,MERCY HOSPITAL,144 STATE STREET,NOT AVAILABLE,PORTLAND,ME,04101,NOT AVAILABLE,(207) 879-3000,GENERAL ACUTE CARE,OPEN,230,CUMBERLAND,23005,USA,43.651332924,-70.264949703,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.mercyhospitalstories.org/cms/,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,230,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-70.356929100999935,43.687885450000067,3505,2000,MERCY WESTBROOK,40 PARK ROAD,NOT AVAILABLE,WESTBROOK,ME,04092,NOT AVAILABLE,(207) 857-8000,GENERAL ACUTE CARE,CLOSED,30,CUMBERLAND,23005,USA,43.6878854500001,-70.3569291009999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.mercyhospitalstories.org/cms/,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,30,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-69.084546332999935,44.144101431000074,3506,2001,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,NOT AVAILABLE,ROCKPORT,ME,04856,NOT AVAILABLE,(207) 596-8000,GENERAL ACUTE CARE,OPEN,109,KNOX,23013,USA,44.1441014310001,-69.0845463329999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.penbayhealthcare.org/penbaymedicalcenter/page/about_our_facility/,NOT AVAILABLE,PEN BAY MEDICAL CENTER,23,NON-PROFIT,-999,109,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-69.638769303999936,43.85034392700004,3507,2002,SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,6 SAINT ANDREWS LANE,NOT AVAILABLE,BOOTHBAY HARBOR,ME,04538,NOT AVAILABLE,(207) 633-2121,GENERAL ACUTE CARE,CLOSED,52,LINCOLN,23015,USA,43.850343927,-69.6387693039999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.lincolncountyhealthcare.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,52,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-69.370769454999959,44.790006485000049,3508,2003,SEBASTICOOK VALLEY HOSPITAL,447 NORTH MAIN STREET,NOT AVAILABLE,PITTSFIELD,ME,04967,NOT AVAILABLE,(207) 487-5141,CRITICAL ACCESS,OPEN,25,SOMERSET,23025,USA,44.790006485,-69.370769455,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.sebasticookvalleyhealth.org,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2013-04-24T00:00:00.000Z
-70.532409819999941,44.21016532600003,3509,2004,STEPHENS MEMORIAL HOSPITAL,181 MAIN STREET,NOT AVAILABLE,NORWAY,ME,04268,NOT AVAILABLE,(207) 743-5933,CRITICAL ACCESS,OPEN,50,OXFORD,23017,USA,44.210165326,-70.5324098199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,2016-06-24T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://wmhcc.org/,NOT AVAILABLE,NOT AVAILABLE,23,NON-PROFIT,-999,50,TRAUMA SYSTEM HOSPITAL,Y,2013-04-24T00:00:00.000Z
-69.704755036999984,44.280506727000045,3510,2005,TOGUS VETERANS AFFAIRS MEDICAL CENTER,POND ROAD,NOT AVAILABLE,AUGUSTA,ME,04330,NOT AVAILABLE,(207) 623-8411,MILITARY,OPEN,181,KENNEBEC,23011,USA,44.280506727,-69.704755037,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://megis.maine.gov/catalog,2012-10-25T00:00:00.000Z,IMAGERY WITH OTHER,2013-12-05T00:00:00.000Z,http://www.maine.va.gov/,NOT AVAILABLE,NOT AVAILABLE,23,GOVERNMENT - FEDERAL,-999,181,NOT AVAILABLE,NOT AVAILABLE,2013-04-24T00:00:00.000Z
-83.924399599999958,43.599836745000069,3511,2006,MCLAREN BAY REGIONAL,3250 E. MIDLAND RD.,NOT AVAILABLE,BAY CITY,MI,48706,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,20,BAY,26017,USA,43.5998367450001,-83.9243996,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-02-11T00:00:00.000Z,http://www.mclaren.org/bayspecialcare/bayspecialcare.aspx,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,20,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-83.924456642999985,43.600477033000047,3512,2007,MCLAREN BAY SPECIAL CARE HOSPITAL,3250 E MIDLAND RD,SUITE 1,BAY CITY,MI,48706,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,31,BAY,26017,USA,43.6004770330001,-83.924456643,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mclaren.org/bayspecialcare/bayspecialcare.aspx,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,31,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-83.059198117999983,42.355722151000059,3513,2008,JOHN D. DINGELL VA MEDICAL CENTER,4646 JOHN R ST,NOT AVAILABLE,DETROIT,MI,48201,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,WAYNE,26163,USA,42.3557221510001,-83.059198118,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/division.asp?dnum=1,2016-04-22T00:00:00.000Z,IMAGERY WITH OTHER,2015-05-20T00:00:00.000Z,http://www.detroit.va.gov/,NOT AVAILABLE,NOT AVAILABLE,26,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,Y,2015-04-21T00:00:00.000Z
-88.061545484999954,45.810296790000052,3514,2009,OSCAR G. JOHNSON VA MEDICAL CENTER,325 E H ST,NOT AVAILABLE,IRON MOUNTAIN,MI,49801,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,DICKINSON,26043,USA,45.8102967900001,-88.061545485,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/division.asp?dnum=1,2016-04-22T00:00:00.000Z,IMAGERY WITH OTHER,2015-05-22T00:00:00.000Z,http://www.ironmountain.va.gov/,NOT AVAILABLE,NOT AVAILABLE,26,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,2015-04-21T00:00:00.000Z
-83.71464059399996,42.286693323000065,3515,2010,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER RD,NOT AVAILABLE,ANN ARBOR,MI,48105,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,WASHTENAW,26161,USA,42.2866933230001,-83.7146405939999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/division.asp?dnum=1,2016-04-22T00:00:00.000Z,IMAGERY WITH OTHER,2015-05-22T00:00:00.000Z,http://www.annarbor.va.gov/,NOT AVAILABLE,NOT AVAILABLE,26,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,2015-04-21T00:00:00.000Z
-85.291331742999944,42.343427200000058,3516,2011,VA MEDICAL CENTER - BATTLE CREEK,5500 ARMSRTONG RD,NOT AVAILABLE,BATTLE CREEK,MI,49037,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,CALHOUN,26025,USA,42.3434272000001,-85.2913317429999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/division.asp?dnum=1,2016-04-22T00:00:00.000Z,IMAGERY WITH OTHER,2015-05-22T00:00:00.000Z,http://www.battlecreek.va.gov/,NOT AVAILABLE,NOT AVAILABLE,26,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,2015-04-21T00:00:00.000Z
-83.054749992999973,42.351435492000064,3517,2012,CHILDREN'S HOSPITAL OF MICHIGAN,3901 BEAUBIEN,NOT AVAILABLE,DETROIT,MI,48201,NOT AVAILABLE,NOT AVAILABLE,CHILDREN,OPEN,228,WAYNE,26163,USA,42.3514354920001,-83.054749993,622110,"CHILDREN'S HOSPITALS, GENERAL",https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY WITH OTHER,2014-01-30T00:00:00.000Z,http://www.chmkids.org,NOT AVAILABLE,NOT AVAILABLE,26,PROPRIETARY,-999,228,LEVEL I PEDIATRIC,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-85.074161840999977,43.21594852700008,3518,2013,SHERIDAN COMMUNITY HOSPITAL,301 N MAIN ST,NOT AVAILABLE,SHERIDAN,MI,48884,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,22,MONTCALM,26117,USA,43.2159485270001,-85.074161841,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.sheridanhospital.com,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,22,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-85.277923399999963,43.441218265000039,3519,2014,SPECTRUM HEALTH UNITED MEMORIAL - KELSEY CAMPUS,418 WASHINGTON,NOT AVAILABLE,LAKEVIEW,MI,48850,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,16,MONTCALM,26117,USA,43.441218265,-85.2779234,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-01-30T00:00:00.000Z,http://www.spectrumhealth.org/,NOT AVAILABLE,NOT AVAILABLE,26,NOT AVAILABLE,-999,16,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-83.937822391999987,42.002591058000064,3520,2015,PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,NOT AVAILABLE,TECUMSEH,MI,49286,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,LENAWEE,26091,USA,42.0025910580001,-83.937822392,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.promedica.org,NOT AVAILABLE,HERRICK MEMORIAL HOSPITAL,26,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2013-06-03T00:00:00.000Z
-83.278190009999946,43.834188077000078,3521,2016,SCHEURER HOSPITAL,170 N CASEVILLE RD,NOT AVAILABLE,PIGEON,MI,48755,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,HURON,26063,USA,43.8341880770001,-83.2781900099999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.scheurer.org,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-82.652115683999966,43.842662631000053,3522,2017,HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,NOT AVAILABLE,HARBOR BEACH,MI,48441,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,15,HURON,26063,USA,43.8426626310001,-82.652115684,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.hbch.org,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,15,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-84.83195195799999,42.565325497000053,3523,2018,HAYES GREEN BEACH MEMORIAL HOSPITAL,321 E HARRIS STREET,NOT AVAILABLE,CHARLOTTE,MI,48813,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,EATON,26045,USA,42.5653254970001,-84.831951958,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.hgbhealth.com,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
-85.521292063999951,43.87846173100008,3524,2019,SPECTRUM HEALTH - REED CITY CAMPUS,"PO BOX 75, 300 N PATTERSON",NOT AVAILABLE,REED CITY,MI,49677,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,OSCEOLA,26133,USA,43.8784617310001,-85.521292064,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2016-08-06T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.reedcity.spectrum-health.org,NOT AVAILABLE,NOT AVAILABLE,26,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE,2013-06-03T00:00:00.000Z
